"fk_flights","localisation_fk","Date_fk","Price","Saison_Touristique","Nombre_Escales","Distance_Vol_KM","CANCELLED","Taxe_Price","Prix_Final"
"342","22","19520410","2477","0","1","1450","0","248","2733"
"343","22","19520410","2477","0","0","1450","1","0","0"
"344","22","19520410","2477","0","0","1450","0","248","2753"
"345","22","19520410","2477","0","0","1450","1","0","0"
"346","22","19531231","2935","0","0","1450","0","293","3257"
"347","22","19531231","2935","0","1","1450","0","293","3237"
"348","22","19531231","2961","0","0","1450","1","0","0"
"349","22","19531231","2961","0","0","1450","1","0","0"
"350","22","19531231","2961","0","0","1450","1","0","0"
"351","22","19531231","2961","0","1","1450","0","296","3266"
"352","22","19531231","3000","0","0","1450","0","300","3329"
"353","22","19511212","5623","0","1","1450","0","562","6195"
"354","22","19520505","5754","0","0","1450","0","575","6359"
"355","22","19520505","5754","0","0","1450","0","575","6359"
"356","22","19531231","5754","0","0","1450","0","575","6359"
"357","22","19531221","6047","0","3","1450","0","605","6620"
"358","22","19520405","6087","0","1","1450","0","609","6704"
"359","22","19520405","6087","0","1","1450","1","0","0"
"360","22","19530629","6104","0","0","1450","0","610","6743"
"361","22","19511207","6104","0","0","1450","0","610","6743"
"362","22","19511207","6104","0","0","1450","0","610","6743"
"363","22","19520131","6267","0","0","1450","0","627","6923"
"364","22","19511212","6581","0","0","1450","0","658","7268"
"365","22","19520405","7891","0","2","1450","0","789","8669"
"366","22","19520405","7891","0","0","1450","0","789","8709"
"367","22","19520210","203","0","0","1100","0","20","245"
"368","22","19520410","3946","0","0","1100","0","395","4363"
"369","22","19531226","4258","0","2","1100","1","0","0"
"370","22","19531226","2202","0","0","1250","0","220","2447"
"371","22","19531226","2202","0","1","1250","0","220","2427"
"372","22","19520410","2394","0","0","1250","0","239","2658"
"373","22","19520410","2394","0","0","1250","0","239","2658"
"374","22","19531231","2945","0","0","1250","1","0","0"
"375","22","19531231","2945","0","1","1250","0","294","3244"
"376","22","19531231","2945","0","0","1250","0","294","3264"
"377","22","19511212","8718","0","1","1250","0","872","9595"
"378","22","19500210","1091","0","0","3800","0","164","1331"
"379","22","19550510","3374","0","0","3800","0","506","3956"
"380","22","19531231","4024","0","1","3800","0","604","4683"
"381","22","19520505","4028","0","0","3800","0","604","4709"
"382","22","19511207","256","0","0","800","0","13","284"
"383","22","19530629","256","0","1","800","0","13","264"
"384","22","19520410","5541","0","2","800","0","277","5795"
"385","22","19500531","472","0","1","3100","0","71","584"
"386","22","19520210","2803","0","0","3100","0","420","3285"
"387","22","19550510","2874","0","1","3100","0","431","3347"
"388","22","19550510","2909","0","0","3100","0","436","3408"
"389","22","19500312","3013","0","0","3100","0","452","3526"
"390","22","19500312","3014","0","0","3100","0","452","3528"
"391","22","19520405","3215","0","0","3100","0","482","3759"
"392","22","19531221","3240","0","0","3100","0","486","3788"
"393","22","19520405","6566","0","0","3100","0","985","7613"
"394","22","19511212","3200","0","0","1600","0","320","3552"
"395","22","19520131","3293","0","0","1600","0","329","3655"
"396","22","19520405","4330","0","1","1600","0","433","4775"
"397","22","19520405","4330","0","0","1600","0","433","4795"
"398","22","19520210","4342","0","0","1600","0","434","4808"
"399","22","19520215","4548","0","0","1600","0","455","5035"
"400","22","19520210","4561","0","0","1600","0","456","5049"
"401","22","19530520","206","0","1","900","0","10","214"
"402","22","19540410","465","0","0","600","0","23","500"
"403","22","19520505","518","0","1","600","0","26","536"
"404","22","19520410","318","0","1","1600","0","32","362"
"405","22","19520505","3986","0","0","1600","0","399","4417"
"406","22","19520405","4003","0","0","1600","0","400","4435"
"407","22","19520405","4003","0","0","1600","0","400","4435"
"408","22","19520210","4044","0","0","1600","0","404","4480"
"409","22","19520210","4047","0","0","1600","0","405","4484"
"410","22","19520131","4611","0","0","1600","0","461","5104"
"411","22","19500312","5330","0","1","1600","0","533","5875"
"412","22","19540410","6257","0","2","1600","0","626","6875"
"413","22","19520131","6571","0","0","1600","0","657","7260"
"414","22","19520131","6571","0","0","1600","0","657","7260"
"415","22","19511212","6791","0","0","1600","0","679","7502"
"416","22","19511207","7417","0","0","1600","0","742","8191"
"417","22","19530629","7417","0","1","1600","0","742","8171"
"418","22","19520410","2281","0","1","1400","0","228","2518"
"419","22","19520410","2281","0","0","1400","0","228","2538"
"420","22","19520131","4608","0","2","1400","0","461","5057"
"421","22","19511212","5312","0","0","1400","0","531","5872"
"422","22","19531101","5312","0","1","1400","0","531","5852"
"423","22","19511207","5419","0","1","1400","0","542","5969"
"424","22","19530629","5419","0","0","1400","1","0","0"
"425","22","19520405","5817","0","0","1400","0","582","6427"
"426","22","19520405","5817","0","0","1400","0","582","6427"
"427","22","19520405","5817","0","0","1400","1","0","0"
"428","22","19520405","7874","0","0","1400","0","787","8690"
"429","22","19520410","2231","0","1","1450","0","223","2464"
"430","22","19520410","2231","0","0","1450","0","223","2484"
"431","22","19531101","4521","0","1","1450","0","452","4982"
"432","22","19520210","4547","0","2","1450","0","455","4991"
"433","22","19520210","4547","0","0","1450","0","455","5031"
"434","22","19531101","4547","0","2","1450","1","0","0"
"435","22","19520210","4551","0","1","1450","0","455","5015"
"436","22","19520210","4551","0","0","1450","0","455","5035"
"437","22","19520131","4800","0","1","1450","0","480","5289"
"438","22","19531101","5623","0","0","1450","0","562","6215"
"439","22","19511212","5623","0","1","1450","0","562","6195"
"440","22","19530520","5687","0","0","1450","0","569","6285"
"441","22","19520505","5754","0","1","1450","0","575","6339"
"442","22","19520505","5754","0","0","1450","0","575","6359"
"443","22","19531221","6047","0","0","1450","1","0","0"
"444","22","19520405","6087","0","2","1450","0","609","6684"
"445","22","19520405","6087","0","0","1450","1","0","0"
"446","22","19530629","6104","0","0","1450","0","610","6743"
"447","22","19540410","6823","0","1","1450","0","682","7515"
"448","22","19520405","7891","0","0","1450","0","789","8709"
"449","22","19520131","8332","0","0","1450","1","0","0"
"450","22","19520131","8332","0","0","1450","0","833","9194"
"451","22","19520131","8332","0","0","1450","0","833","9194"
"452","22","19520131","8332","0","1","1450","0","833","9174"
"453","22","19520131","8332","0","1","1450","0","833","9174"
"454","22","19520210","203","0","0","1100","0","20","245"
"455","22","19531101","203","0","0","1100","0","20","245"
"456","22","19520410","2394","0","1","1250","0","239","2638"
"457","22","19520410","2394","0","0","1250","0","239","2658"
"458","22","19520131","4151","0","0","1250","0","415","4591"
"459","22","19520131","4367","0","1","1250","0","437","4808"
"460","22","19520131","4367","0","0","1250","0","437","4828"
"461","22","19520131","5068","0","0","1250","0","507","5600"
"462","22","19520405","5403","0","2","1250","0","540","5929"
"463","22","19520405","5403","0","0","1250","0","540","5969"
"464","22","19520405","5403","0","0","1250","1","0","0"
"465","22","19540410","5652","0","0","1250","0","565","6242"
"466","22","19540410","5652","0","0","1250","0","565","6242"
"467","22","19520505","5916","0","0","1250","0","592","6533"
"468","22","19511212","8718","0","3","1250","0","872","9555"
"469","22","19500121","1091","0","0","3800","0","164","1331"
"470","22","19500531","1091","0","0","3800","0","164","1331"
"471","22","19520505","4028","0","0","3800","0","604","4709"
"472","22","19511207","160","0","0","800","0","8","184"
"473","22","19530629","160","0","1","800","0","8","164"
"474","22","19520210","2803","0","0","3100","0","420","3285"
"475","22","19520210","2803","0","0","3100","0","420","3285"
"476","22","19550510","2874","0","0","3100","0","431","3367"
"477","22","19550510","2909","0","0","3100","0","436","3408"
"478","22","19500312","3013","0","0","3100","0","452","3526"
"479","22","19500312","3014","0","0","3100","0","452","3528"
"480","22","19520405","3215","0","0","3100","0","482","3759"
"481","22","19520301","3332","0","0","3100","0","500","3894"
"482","22","19520510","3451","0","0","3100","0","518","4031"
"483","22","19550510","4594","0","0","3100","0","689","5345"
"484","22","19520405","6566","0","0","3100","0","985","7613"
"485","22","19511212","3200","0","0","1600","0","320","3552"
"486","22","19520131","3293","0","0","1600","0","329","3655"
"487","22","19520131","4042","0","0","1600","0","404","4478"
"488","22","19531231","4066","0","1","1600","0","407","4485"
"489","22","19520131","4214","0","0","1600","0","421","4668"
"490","22","19520405","4330","0","3","1600","0","433","4735"
"491","22","19520405","4330","0","0","1600","0","433","4795"
"492","22","19520210","4342","0","0","1600","0","434","4808"
"493","22","19520210","4342","0","0","1600","0","434","4808"
"494","22","19520215","4548","0","0","1600","0","455","5035"
"495","22","19520510","4705","0","0","1600","0","470","5207"
"496","22","19531226","4771","0","0","1600","0","477","5280"
"497","22","19540120","5151","0","1","1600","0","515","5678"
"498","22","19540120","5151","0","0","1600","0","515","5698"
"499","22","19540120","5366","0","0","1600","0","537","5935"
"500","22","19540120","5366","0","1","1600","0","537","5915"
"501","22","19531221","4800","0","1","1450","0","480","5289"
"502","22","19531221","4800","0","0","1450","0","480","5309"
"503","22","19531101","5623","0","0","1450","0","562","6215"
"504","22","19511212","5623","0","0","1450","0","562","6215"
"505","22","19511212","5623","0","1","1450","0","562","6195"
"506","22","19520510","5754","0","0","1450","0","575","6359"
"507","22","19520510","5754","0","1","1450","0","575","6339"
"508","22","19531221","5892","0","0","1450","0","589","6511"
"509","22","19520301","6083","0","1","1450","1","0","0"
"510","22","19520301","6083","0","1","1450","0","608","6701"
"511","22","19520405","6087","0","1","1450","0","609","6704"
"512","22","19520405","6087","0","3","1450","0","609","6664"
"513","22","19520301","6097","0","0","1450","0","610","6736"
"514","22","19520301","6097","0","2","1450","1","0","0"
"515","22","19530629","6104","0","0","1450","0","610","6743"
"516","22","19511207","6104","0","3","1450","0","610","6683"
"517","22","19511207","6104","0","0","1450","0","610","6743"
"518","22","19520306","6265","0","1","1450","0","627","6901"
